"Instante lectura,""Irradiación global diaria""";
"2016-10-31 00:00:00.0,""1120.0""";
"2016-11-01 00:00:00.0,""895.0""";
"2016-11-02 00:00:00.0,""867.0""";
"2016-11-03 00:00:00.0,""832.0""";
"2016-11-04 00:00:00.0,""471.0""";
"2016-11-05 00:00:00.0,""669.0""";
"2016-11-06 00:00:00.0,""579.0""";
"2016-11-07 00:00:00.0,""510.0""";
"2016-11-08 00:00:00.0,""498.0""";
"2016-11-09 00:00:00.0,""315.0""";
"2016-11-10 00:00:00.0,""408.0""";
"2016-11-11 00:00:00.0,""575.0""";
"2016-11-12 00:00:00.0,""194.0""";
"2016-11-13 00:00:00.0,""792.0""";
"2016-11-14 00:00:00.0,""954.0""";
"2016-11-15 00:00:00.0,""976.0""";
"2016-11-16 00:00:00.0,""917.0""";
"2016-11-17 00:00:00.0,""838.0""";
"2016-11-18 00:00:00.0,""354.0""";
"2016-11-19 00:00:00.0,""274.0""";
"2016-11-20 00:00:00.0,""230.0""";
"2016-11-21 00:00:00.0,""327.0""";
"2016-11-22 00:00:00.0,""757.0""";
"2016-11-23 00:00:00.0,""368.0""";
"2016-11-24 00:00:00.0,""75.0""";
"2016-11-25 00:00:00.0,""761.0""";
"2016-11-26 00:00:00.0,""305.0""";
"2016-11-27 00:00:00.0,""679.0""";
"2016-11-28 00:00:00.0,""838.0""";
"2016-11-29 00:00:00.0,""854.0""";
"2016-11-30 00:00:00.0,""791.0""";
"2016-12-01 00:00:00.0,""513.0""";
"2016-12-02 00:00:00.0,""461.0""";
"2016-12-03 00:00:00.0,""688.0""";
"2016-12-04 00:00:00.0,""508.0""";
"2016-12-05 00:00:00.0,""735.0""";
"2016-12-06 00:00:00.0,""738.0""";
"2016-12-07 00:00:00.0,""587.0""";
"2016-12-08 00:00:00.0,""600.0""";
"2016-12-09 00:00:00.0,""775.0""";
"2016-12-10 00:00:00.0,""571.0""";
"2016-12-11 00:00:00.0,""746.0""";
"2016-12-12 00:00:00.0,""744.0""";
"2016-12-13 00:00:00.0,""521.0""";
"2016-12-14 00:00:00.0,""365.0""";
"2016-12-15 00:00:00.0,""200.0""";
"2016-12-16 00:00:00.0,""170.0""";
"2016-12-17 00:00:00.0,""737.0""";
"2016-12-18 00:00:00.0,""760.0""";
"2016-12-19 00:00:00.0,""791.0""";
"2016-12-20 00:00:00.0,""260.0""";
"2016-12-21 00:00:00.0,""230.0""";
"2016-12-22 00:00:00.0,""239.0""";
"2016-12-23 00:00:00.0,""417.0""";
"2016-12-24 00:00:00.0,""718.0""";
"2016-12-25 00:00:00.0,""783.0""";
"2016-12-26 00:00:00.0,""796.0""";
"2016-12-27 00:00:00.0,""794.0""";
"2016-12-28 00:00:00.0,""781.0""";
"2016-12-29 00:00:00.0,""783.0""";
"2016-12-30 00:00:00.0,""811.0""";
"2016-12-31 00:00:00.0,""757.0""";
"2017-01-01 00:00:00.0,""273.0""";
"2017-01-02 00:00:00.0,""344.0""";
"2017-01-03 00:00:00.0,""418.0""";
"2017-01-04 00:00:00.0,""481.0""";
"2017-01-05 00:00:00.0,""800.0""";
"2017-01-06 00:00:00.0,""832.0""";
"2017-01-07 00:00:00.0,""848.0""";
"2017-01-08 00:00:00.0,""816.0""";
"2017-01-09 00:00:00.0,""783.0""";
"2017-01-10 00:00:00.0,""158.0""";
"2017-01-11 00:00:00.0,""518.0""";
"2017-01-12 00:00:00.0,""291.0""";
"2017-01-13 00:00:00.0,""296.0""";
"2017-01-14 00:00:00.0,""506.0""";
"2017-01-15 00:00:00.0,""559.0""";
"2017-01-16 00:00:00.0,""371.0""";
"2017-01-17 00:00:00.0,""761.0""";
"2017-01-18 00:00:00.0,""942.0""";
"2017-01-19 00:00:00.0,""954.0""";
"2017-01-20 00:00:00.0,""735.0""";
"2017-01-21 00:00:00.0,""888.0""";
"2017-01-22 00:00:00.0,""828.0""";
"2017-01-23 00:00:00.0,""983.0""";
"2017-01-24 00:00:00.0,""1016.0""";
"2017-01-25 00:00:00.0,""1003.0""";
"2017-01-26 00:00:00.0,""125.0""";
"2017-01-27 00:00:00.0,""258.0""";
"2017-01-28 00:00:00.0,""278.0""";
"2017-01-29 00:00:00.0,""292.0""";
"2017-01-30 00:00:00.0,""84.0""";
"2017-01-31 00:00:00.0,""181.0""";
"2017-02-01 00:00:00.0,""388.0""";
"2017-02-02 00:00:00.0,""235.0""";
"2017-02-03 00:00:00.0,""197.0""";
"2017-02-04 00:00:00.0,""70.0""";
"2017-02-05 00:00:00.0,""541.0""";
"2017-02-06 00:00:00.0,""231.0""";
"2017-02-07 00:00:00.0,""679.0""";
"2017-02-08 00:00:00.0,""1123.0""";
"2017-02-09 00:00:00.0,""686.0""";
"2017-02-10 00:00:00.0,""647.0""";
"2017-02-11 00:00:00.0,""927.0""";
"2017-02-12 00:00:00.0,""236.0""";
"2017-02-13 00:00:00.0,""433.0""";
"2017-02-14 00:00:00.0,""296.0""";
"2017-02-15 00:00:00.0,""1228.0""";
"2017-02-16 00:00:00.0,""1379.0""";
"2017-02-17 00:00:00.0,""1346.0""";
"2017-02-18 00:00:00.0,""519.0""";
"2017-02-19 00:00:00.0,""1426.0""";
"2017-02-20 00:00:00.0,""1440.0""";
"2017-02-21 00:00:00.0,""1470.0""";
"2017-02-22 00:00:00.0,""1512.0""";
"2017-02-23 00:00:00.0,""1359.0""";
"2017-02-24 00:00:00.0,""1429.0""";
"2017-02-25 00:00:00.0,""1509.0""";
"2017-02-26 00:00:00.0,""424.0""";
"2017-02-27 00:00:00.0,""460.0""";
"2017-02-28 00:00:00.0,""274.0""";
"2017-03-01 00:00:00.0,""342.0""";
"2017-03-02 00:00:00.0,""460.0""";
"2017-03-03 00:00:00.0,""305.0""";
"2017-03-04 00:00:00.0,""1065.0""";
"2017-03-05 00:00:00.0,""325.0""";
"2017-03-06 00:00:00.0,""1196.0""";
"2017-03-07 00:00:00.0,""702.0""";
"2017-03-08 00:00:00.0,""1791.0""";
"2017-03-09 00:00:00.0,""1858.0""";
"2017-03-10 00:00:00.0,""1811.0""";
"2017-03-11 00:00:00.0,""572.0""";
"2017-03-12 00:00:00.0,""920.0""";
"2017-03-13 00:00:00.0,""1397.0""";
"2017-03-14 00:00:00.0,""1910.0""";
"2017-03-15 00:00:00.0,""1969.0""";
"2017-03-16 00:00:00.0,""1465.0""";
"2017-03-17 00:00:00.0,""1982.0""";
"2017-03-18 00:00:00.0,""1988.0""";
"2017-03-19 00:00:00.0,""2015.0""";
"2017-03-20 00:00:00.0,""813.0""";
"2017-03-21 00:00:00.0,""1271.0""";
"2017-03-22 00:00:00.0,""888.0""";
"2017-03-23 00:00:00.0,""752.0""";
"2017-03-24 00:00:00.0,""1423.0""";
"2017-03-25 00:00:00.0,""1033.0""";
"2017-03-26 00:00:00.0,""617.0""";
"2017-03-27 00:00:00.0,""926.0""";
"2017-03-28 00:00:00.0,""2056.0""";
"2017-03-29 00:00:00.0,""1876.0""";
"2017-03-30 00:00:00.0,""1586.0""";
"2017-03-31 00:00:00.0,""767.0""";
"2017-04-01 00:00:00.0,""1221.0""";
"2017-04-02 00:00:00.0,""2255.0""";
"2017-04-03 00:00:00.0,""2336.0""";
"2017-04-04 00:00:00.0,""2424.0""";
"2017-04-05 00:00:00.0,""2407.0""";
"2017-04-06 00:00:00.0,""2443.0""";
"2017-04-07 00:00:00.0,""2408.0""";
"2017-04-08 00:00:00.0,""2374.0""";
"2017-04-09 00:00:00.0,""2366.0""";
"2017-04-10 00:00:00.0,""2457.0""";
"2017-04-11 00:00:00.0,""2494.0""";
"2017-04-12 00:00:00.0,""2565.0""";
"2017-04-13 00:00:00.0,""2099.0""";
"2017-04-14 00:00:00.0,""726.0""";
"2017-04-15 00:00:00.0,""2108.0""";
"2017-04-16 00:00:00.0,""2160.0""";
"2017-04-17 00:00:00.0,""2481.0""";
"2017-04-18 00:00:00.0,""1594.0""";
"2017-04-19 00:00:00.0,""1702.0""";
"2017-04-20 00:00:00.0,""2415.0""";
"2017-04-21 00:00:00.0,""2717.0""";
"2017-04-22 00:00:00.0,""2628.0""";
"2017-04-23 00:00:00.0,""2618.0""";
"2017-04-24 00:00:00.0,""2208.0""";
"2017-04-25 00:00:00.0,""392.0""";
"2017-04-26 00:00:00.0,""2417.0""";
"2017-04-27 00:00:00.0,""2684.0""";
"2017-04-28 00:00:00.0,""2888.0""";
"2017-04-29 00:00:00.0,""2376.0""";
"2017-04-30 00:00:00.0,""1512.0""";
"2017-05-01 00:00:00.0,""1135.0""";
"2017-05-02 00:00:00.0,""2792.0""";
"2017-05-03 00:00:00.0,""2624.0""";
"2017-05-04 00:00:00.0,""1838.0""";
"2017-05-05 00:00:00.0,""1158.0""";
"2017-05-06 00:00:00.0,""1438.0""";
"2017-05-07 00:00:00.0,""2722.0""";
"2017-05-08 00:00:00.0,""2116.0""";
"2017-05-09 00:00:00.0,""1404.0""";
"2017-05-10 00:00:00.0,""1052.0""";
"2017-05-11 00:00:00.0,""591.0""";
"2017-05-12 00:00:00.0,""1181.0""";
"2017-05-13 00:00:00.0,""569.0""";
"2017-05-14 00:00:00.0,""1889.0""";
"2017-05-15 00:00:00.0,""2254.0""";
"2017-05-16 00:00:00.0,""2722.0""";
"2017-05-17 00:00:00.0,""1061.0""";
"2017-05-18 00:00:00.0,""1621.0""";
"2017-05-19 00:00:00.0,""2149.0""";
"2017-05-20 00:00:00.0,""3001.0""";
"2017-05-21 00:00:00.0,""1917.0""";
"2017-05-22 00:00:00.0,""2896.0""";
"2017-05-23 00:00:00.0,""3004.0""";
"2017-05-24 00:00:00.0,""2973.0""";
"2017-05-25 00:00:00.0,""1520.0""";
"2017-05-26 00:00:00.0,""906.0""";
"2017-05-27 00:00:00.0,""1593.0""";
"2017-05-28 00:00:00.0,""1370.0""";
"2017-05-29 00:00:00.0,""1785.0""";
"2017-05-30 00:00:00.0,""2264.0""";
"2017-05-31 00:00:00.0,""2958.0""";
"2017-06-01 00:00:00.0,""3083.0""";
"2017-06-02 00:00:00.0,""2261.0""";
"2017-06-03 00:00:00.0,""760.0""";
"2017-06-04 00:00:00.0,""2061.0""";
"2017-06-05 00:00:00.0,""2067.0""";
"2017-06-06 00:00:00.0,""2770.0""";
"2017-06-07 00:00:00.0,""3106.0""";
"2017-06-08 00:00:00.0,""2066.0""";
"2017-06-09 00:00:00.0,""2713.0""";
"2017-06-10 00:00:00.0,""2970.0""";
"2017-06-11 00:00:00.0,""2586.0""";
"2017-06-12 00:00:00.0,""3086.0""";
"2017-06-13 00:00:00.0,""1139.0""";
"2017-06-14 00:00:00.0,""3002.0""";
"2017-06-15 00:00:00.0,""3086.0""";
"2017-06-16 00:00:00.0,""3093.0""";
"2017-06-17 00:00:00.0,""3213.0""";
"2017-06-18 00:00:00.0,""3123.0""";
"2017-06-19 00:00:00.0,""1670.0""";
"2017-06-20 00:00:00.0,""2907.0""";
"2017-06-21 00:00:00.0,""2902.0""";
"2017-06-22 00:00:00.0,""1430.0""";
"2017-06-23 00:00:00.0,""2349.0""";
"2017-06-24 00:00:00.0,""3048.0""";
"2017-06-25 00:00:00.0,""2438.0""";
"2017-06-26 00:00:00.0,""1120.0""";
"2017-06-27 00:00:00.0,""858.0""";
"2017-06-28 00:00:00.0,""1275.0""";
"2017-06-29 00:00:00.0,""1420.0""";
"2017-06-30 00:00:00.0,""1301.0""";
"2017-07-01 00:00:00.0,""3050.0""";
"2017-07-02 00:00:00.0,""3114.0""";
"2017-07-03 00:00:00.0,""3052.0""";
"2017-07-04 00:00:00.0,""2768.0""";
"2017-07-05 00:00:00.0,""2110.0""";
"2017-07-06 00:00:00.0,""1886.0""";
"2017-07-07 00:00:00.0,""2553.0""";
"2017-07-08 00:00:00.0,""2496.0""";
"2017-07-09 00:00:00.0,""1576.0""";
"2017-07-10 00:00:00.0,""963.0""";
"2017-07-11 00:00:00.0,""2989.0""";
"2017-07-12 00:00:00.0,""3013.0""";
"2017-07-13 00:00:00.0,""3136.0""";
"2017-07-14 00:00:00.0,""3106.0""";
"2017-07-15 00:00:00.0,""3077.0""";
"2017-07-16 00:00:00.0,""2989.0""";
"2017-07-17 00:00:00.0,""2950.0""";
"2017-07-18 00:00:00.0,""2972.0""";
"2017-07-19 00:00:00.0,""1040.0""";
"2017-07-20 00:00:00.0,""2385.0""";
"2017-07-21 00:00:00.0,""2640.0""";
"2017-07-22 00:00:00.0,""2061.0""";
"2017-07-23 00:00:00.0,""2177.0""";
"2017-07-24 00:00:00.0,""1855.0""";
"2017-07-25 00:00:00.0,""2917.0""";
"2017-07-26 00:00:00.0,""2903.0""";
"2017-07-27 00:00:00.0,""1866.0""";
"2017-07-28 00:00:00.0,""2524.0""";
"2017-07-29 00:00:00.0,""2185.0""";
"2017-07-30 00:00:00.0,""2096.0""";
"2017-07-31 00:00:00.0,""1528.0""";
"2017-08-01 00:00:00.0,""2210.0""";
"2017-08-02 00:00:00.0,""2887.0""";
"2017-08-03 00:00:00.0,""2678.0""";
"2017-08-04 00:00:00.0,""1111.0""";
"2017-08-05 00:00:00.0,""1895.0""";
"2017-08-06 00:00:00.0,""2708.0""";
"2017-08-07 00:00:00.0,""967.0""";
"2017-08-08 00:00:00.0,""2219.0""";
"2017-08-09 00:00:00.0,""2197.0""";
"2017-08-10 00:00:00.0,""2768.0""";
"2017-08-11 00:00:00.0,""2766.0""";
"2017-08-12 00:00:00.0,""2738.0""";
"2017-08-13 00:00:00.0,""2628.0""";
"2017-08-14 00:00:00.0,""2038.0""";
"2017-08-15 00:00:00.0,""2556.0""";
"2017-08-16 00:00:00.0,""2577.0""";
"2017-08-17 00:00:00.0,""2454.0""";
"2017-08-18 00:00:00.0,""2186.0""";
"2017-08-19 00:00:00.0,""2655.0""";
"2017-08-20 00:00:00.0,""2598.0""";
"2017-08-21 00:00:00.0,""2326.0""";
"2017-08-22 00:00:00.0,""2548.0""";
"2017-08-23 00:00:00.0,""2382.0""";
"2017-08-24 00:00:00.0,""2344.0""";
"2017-08-25 00:00:00.0,""2180.0""";
"2017-08-26 00:00:00.0,""1620.0""";
"2017-08-27 00:00:00.0,""1404.0""";
"2017-08-28 00:00:00.0,""1877.0""";
"2017-08-29 00:00:00.0,""1223.0""";
"2017-08-30 00:00:00.0,""404.0""";
"2017-08-31 00:00:00.0,""2307.0""";
"2017-09-01 00:00:00.0,""2160.0""";
"2017-09-02 00:00:00.0,""2349.0""";
"2017-09-03 00:00:00.0,""1889.0""";
"2017-09-04 00:00:00.0,""1244.0""";
"2017-09-05 00:00:00.0,""2208.0""";
"2017-09-06 00:00:00.0,""2160.0""";
"2017-09-07 00:00:00.0,""2082.0""";
"2017-09-08 00:00:00.0,""2152.0""";
"2017-09-09 00:00:00.0,""1112.0""";
"2017-09-10 00:00:00.0,""1457.0""";
"2017-09-11 00:00:00.0,""1690.0""";
"2017-09-12 00:00:00.0,""665.0""";
"2017-09-13 00:00:00.0,""1731.0""";
"2017-09-14 00:00:00.0,""2017.0""";
"2017-09-15 00:00:00.0,""1600.0""";
"2017-09-16 00:00:00.0,""1505.0""";
"2017-09-17 00:00:00.0,""1143.0""";
"2017-09-18 00:00:00.0,""851.0""";
"2017-09-19 00:00:00.0,""1725.0""";
"2017-09-20 00:00:00.0,""1983.0""";
"2017-09-21 00:00:00.0,""470.0""";
"2017-09-22 00:00:00.0,""1686.0""";
"2017-09-23 00:00:00.0,""1650.0""";
"2017-09-24 00:00:00.0,""1087.0""";
"2017-09-25 00:00:00.0,""1514.0""";
"2017-09-26 00:00:00.0,""1938.0""";
"2017-09-27 00:00:00.0,""1338.0""";
"2017-09-28 00:00:00.0,""1817.0""";
"2017-09-29 00:00:00.0,""907.0""";
"2017-09-30 00:00:00.0,""1410.0""";
"2017-10-01 00:00:00.0,""1434.0""";
"2017-10-02 00:00:00.0,""1729.0""";
"2017-10-03 00:00:00.0,""1767.0""";
"2017-10-04 00:00:00.0,""1743.0""";
"2017-10-05 00:00:00.0,""1724.0""";
"2017-10-06 00:00:00.0,""1709.0""";
"2017-10-07 00:00:00.0,""1707.0""";
"2017-10-08 00:00:00.0,""1676.0""";
"2017-10-09 00:00:00.0,""1655.0""";
"2017-10-10 00:00:00.0,""1622.0""";
"2017-10-11 00:00:00.0,""1577.0""";
"2017-10-12 00:00:00.0,""1466.0""";
"2017-10-13 00:00:00.0,""1525.0""";
"2017-10-14 00:00:00.0,""1397.0""";
"2017-10-15 00:00:00.0,""849.0""";
"2017-10-16 00:00:00.0,""113.0""";
"2017-10-17 00:00:00.0,""1215.0""";
"2017-10-18 00:00:00.0,""446.0""";
"2017-10-19 00:00:00.0,""393.0""";
"2017-10-20 00:00:00.0,""448.0""";
"2017-10-21 00:00:00.0,""741.0""";
"2017-10-22 00:00:00.0,""1342.0""";
"2017-10-23 00:00:00.0,""1368.0""";
"2017-10-24 00:00:00.0,""1318.0""";
"2017-10-25 00:00:00.0,""1331.0""";
"2017-10-26 00:00:00.0,""1254.0""";
"2017-10-27 00:00:00.0,""1227.0""";
"2017-10-28 00:00:00.0,""1246.0""";
"2017-10-29 00:00:00.0,""1266.0""";
"2017-10-30 00:00:00.0,""1214.0""";
"2017-10-31 00:00:00.0,""1127.0""";
"2017-11-01 00:00:00.0,""352.0""";
"2017-11-02 00:00:00.0,""290.0""";
"2017-11-03 00:00:00.0,""479.0""";
"2017-11-04 00:00:00.0,""454.0""";
"2017-11-05 00:00:00.0,""634.0""";
"2017-11-06 00:00:00.0,""1087.0""";
"2017-11-07 00:00:00.0,""498.0""";
"2017-11-08 00:00:00.0,""597.0""";
"2017-11-09 00:00:00.0,""427.0""";
"2017-11-10 00:00:00.0,""600.0""";
"2017-11-11 00:00:00.0,""865.0""";
"2017-11-12 00:00:00.0,""352.0""";
"2017-11-13 00:00:00.0,""1025.0""";
"2017-11-14 00:00:00.0,""996.0""";
"2017-11-15 00:00:00.0,""982.0""";
"2017-11-16 00:00:00.0,""955.0""";
"2017-11-17 00:00:00.0,""906.0""";
"2017-11-18 00:00:00.0,""956.0""";
"2017-11-19 00:00:00.0,""944.0""";
"2017-11-20 00:00:00.0,""878.0""";
"2017-11-21 00:00:00.0,""866.0""";
"2017-11-22 00:00:00.0,""371.0""";
"2017-11-23 00:00:00.0,""479.0""";
"2017-11-24 00:00:00.0,""158.0""";
"2017-11-25 00:00:00.0,""702.0""";
"2017-11-26 00:00:00.0,""892.0""";
"2017-11-27 00:00:00.0,""883.0""";
"2017-11-28 00:00:00.0,""866.0""";
"2017-11-29 00:00:00.0,""646.0""";
"2017-11-30 00:00:00.0,""619.0""";
"2017-12-01 00:00:00.0,""353.0""";
"2017-12-02 00:00:00.0,""783.0""";
"2017-12-03 00:00:00.0,""812.0""";
"2017-12-04 00:00:00.0,""810.0""";
"2017-12-05 00:00:00.0,""825.0""";
"2017-12-06 00:00:00.0,""698.0""";
"2017-12-07 00:00:00.0,""193.0""";
"2017-12-08 00:00:00.0,""142.0""";
"2017-12-09 00:00:00.0,""125.0""";
"2017-12-10 00:00:00.0,""31.0""";
"2017-12-11 00:00:00.0,""324.0""";
"2017-12-12 00:00:00.0,""202.0""";
"2017-12-13 00:00:00.0,""170.0""";
"2017-12-14 00:00:00.0,""123.0""";
"2017-12-15 00:00:00.0,""412.0""";
"2017-12-16 00:00:00.0,""559.0""";
"2017-12-17 00:00:00.0,""773.0""";
"2017-12-18 00:00:00.0,""745.0""";
"2017-12-19 00:00:00.0,""736.0""";
"2017-12-20 00:00:00.0,""768.0""";
"2017-12-21 00:00:00.0,""758.0""";
"2017-12-22 00:00:00.0,""762.0""";
"2017-12-23 00:00:00.0,""751.0""";
"2017-12-24 00:00:00.0,""742.0""";
"2017-12-25 00:00:00.0,""83.0""";
"2017-12-26 00:00:00.0,""125.0""";
"2017-12-27 00:00:00.0,""216.0""";
"2017-12-28 00:00:00.0,""123.0""";
"2017-12-29 00:00:00.0,""229.0""";
"2017-12-30 00:00:00.0,""328.0""";
"2017-12-31 00:00:00.0,""362.0""";
"2018-01-01 00:00:00.0,""189.0""";
"2018-01-02 00:00:00.0,""154.0""";
"2018-01-03 00:00:00.0,""136.0""";
"2018-01-04 00:00:00.0,""109.0""";
"2018-01-05 00:00:00.0,""258.0""";
"2018-01-06 00:00:00.0,""419.0""";
"2018-01-07 00:00:00.0,""193.0""";
"2018-01-08 00:00:00.0,""468.0""";
"2018-01-09 00:00:00.0,""104.0""";
"2018-01-10 00:00:00.0,""316.0""";
"2018-01-11 00:00:00.0,""396.0""";
"2018-01-12 00:00:00.0,""450.0""";
"2018-01-13 00:00:00.0,""372.0""";
"2018-01-14 00:00:00.0,""477.0""";
"2018-01-15 00:00:00.0,""360.0""";
"2018-01-16 00:00:00.0,""216.0""";
"2018-01-17 00:00:00.0,""645.0""";
"2018-01-18 00:00:00.0,""872.0""";
"2018-01-19 00:00:00.0,""531.0""";
"2018-01-20 00:00:00.0,""240.0""";
"2018-01-21 00:00:00.0,""191.0""";
"2018-01-22 00:00:00.0,""363.0""";
"2018-01-23 00:00:00.0,""305.0""";
"2018-01-24 00:00:00.0,""255.0""";
"2018-01-25 00:00:00.0,""244.0""";
"2018-01-26 00:00:00.0,""354.0""";
"2018-01-27 00:00:00.0,""236.0""";
"2018-01-28 00:00:00.0,""1040.0""";
"2018-01-29 00:00:00.0,""1068.0""";
"2018-01-30 00:00:00.0,""1069.0""";
"2018-01-31 00:00:00.0,""1036.0""";
"2018-02-01 00:00:00.0,""316.0""";
"2018-02-02 00:00:00.0,""792.0""";
"2018-02-03 00:00:00.0,""195.0""";
"2018-02-04 00:00:00.0,""584.0""";
"2018-02-05 00:00:00.0,""841.0""";
"2018-02-06 00:00:00.0,""413.0""";
"2018-02-07 00:00:00.0,""627.0""";
"2018-02-08 00:00:00.0,""948.0""";
"2018-02-09 00:00:00.0,""334.0""";
"2018-02-10 00:00:00.0,""309.0""";
"2018-02-11 00:00:00.0,""204.0""";
"2018-02-12 00:00:00.0,""719.0""";
"2018-02-13 00:00:00.0,""139.0""";
"2018-02-14 00:00:00.0,""242.0""";
"2018-02-15 00:00:00.0,""281.0""";
"2018-02-16 00:00:00.0,""200.0""";
"2018-02-17 00:00:00.0,""1056.0""";
"2018-02-18 00:00:00.0,""1155.0""";
"2018-02-19 00:00:00.0,""691.0""";
"2018-02-20 00:00:00.0,""1371.0""";
"2018-02-21 00:00:00.0,""1487.0""";
"2018-02-22 00:00:00.0,""1483.0""";
"2018-02-23 00:00:00.0,""1550.0""";
"2018-02-24 00:00:00.0,""1573.0""";
"2018-02-25 00:00:00.0,""1594.0""";
"2018-02-26 00:00:00.0,""1400.0""";
"2018-02-27 00:00:00.0,""985.0""";
"2018-02-28 00:00:00.0,""256.0""";
"2018-03-01 00:00:00.0,""211.0""";
"2018-03-02 00:00:00.0,""257.0""";
"2018-03-03 00:00:00.0,""391.0""";
"2018-03-04 00:00:00.0,""823.0""";
"2018-03-05 00:00:00.0,""579.0""";
"2018-03-06 00:00:00.0,""817.0""";
"2018-03-07 00:00:00.0,""723.0""";
"2018-03-08 00:00:00.0,""284.0""";
"2018-03-09 00:00:00.0,""311.0""";
"2018-03-10 00:00:00.0,""650.0""";
"2018-03-11 00:00:00.0,""439.0""";
"2018-03-12 00:00:00.0,""1199.0""";
"2018-03-13 00:00:00.0,""952.0""";
"2018-03-14 00:00:00.0,""343.0""";
"2018-03-15 00:00:00.0,""494.0""";
"2018-03-16 00:00:00.0,""613.0""";
"2018-03-17 00:00:00.0,""1047.0""";
"2018-03-18 00:00:00.0,""1131.0""";
"2018-03-19 00:00:00.0,""1051.0""";
"2018-03-20 00:00:00.0,""707.0""";
"2018-03-21 00:00:00.0,""2055.0""";
"2018-03-22 00:00:00.0,""2079.0""";
"2018-03-23 00:00:00.0,""468.0""";
"2018-03-24 00:00:00.0,""620.0""";
"2018-03-25 00:00:00.0,""1010.0""";
"2018-03-26 00:00:00.0,""589.0""";
"2018-03-27 00:00:00.0,""1856.0""";
"2018-03-28 00:00:00.0,""532.0""";
"2018-03-29 00:00:00.0,""370.0""";
"2018-03-30 00:00:00.0,""401.0""";
"2018-03-31 00:00:00.0,""1348.0""";
"2018-04-01 00:00:00.0,""1390.0""";
"2018-04-02 00:00:00.0,""392.0""";
"2018-04-03 00:00:00.0,""567.0""";
"2018-04-04 00:00:00.0,""678.0""";
"2018-04-05 00:00:00.0,""2028.0""";
"2018-04-06 00:00:00.0,""387.0""";
"2018-04-07 00:00:00.0,""1092.0""";
"2018-04-08 00:00:00.0,""819.0""";
"2018-04-09 00:00:00.0,""993.0""";
"2018-04-10 00:00:00.0,""1378.0""";
"2018-04-11 00:00:00.0,""679.0""";
"2018-04-12 00:00:00.0,""868.0""";
"2018-04-13 00:00:00.0,""651.0""";
"2018-04-14 00:00:00.0,""1604.0""";
"2018-04-15 00:00:00.0,""964.0""";
"2018-04-16 00:00:00.0,""2029.0""";
"2018-04-17 00:00:00.0,""2353.0""";
"2018-04-18 00:00:00.0,""2630.0""";
"2018-04-19 00:00:00.0,""1965.0""";
"2018-04-20 00:00:00.0,""2012.0""";
"2018-04-21 00:00:00.0,""1371.0""";
"2018-04-22 00:00:00.0,""1793.0""";
"2018-04-23 00:00:00.0,""2620.0""";
"2018-04-24 00:00:00.0,""2532.0""";
"2018-04-25 00:00:00.0,""2686.0""";
"2018-04-26 00:00:00.0,""2789.0""";
"2018-04-27 00:00:00.0,""1567.0""";
"2018-04-28 00:00:00.0,""1604.0""";
"2018-04-29 00:00:00.0,""806.0""";
"2018-04-30 00:00:00.0,""1369.0""";
"2018-05-01 00:00:00.0,""1909.0""";
"2018-05-02 00:00:00.0,""544.0""";
"2018-05-03 00:00:00.0,""2517.0""";
"2018-05-04 00:00:00.0,""2898.0""";
"2018-05-05 00:00:00.0,""2858.0""";
"2018-05-06 00:00:00.0,""2452.0""";
"2018-05-07 00:00:00.0,""2461.0""";
"2018-05-08 00:00:00.0,""2502.0""";
"2018-05-09 00:00:00.0,""1397.0""";
"2018-05-10 00:00:00.0,""2952.0""";
"2018-05-11 00:00:00.0,""1021.0""";
"2018-05-12 00:00:00.0,""1795.0""";
"2018-05-13 00:00:00.0,""663.0""";
"2018-05-14 00:00:00.0,""1190.0""";
"2018-05-15 00:00:00.0,""3065.0""";
"2018-05-16 00:00:00.0,""3017.0""";
"2018-05-17 00:00:00.0,""2881.0""";
"2018-05-18 00:00:00.0,""2759.0""";
"2018-05-19 00:00:00.0,""2934.0""";
"2018-05-20 00:00:00.0,""3072.0""";
"2018-05-21 00:00:00.0,""2588.0""";
"2018-05-22 00:00:00.0,""2135.0""";
"2018-05-23 00:00:00.0,""2035.0""";
"2018-05-24 00:00:00.0,""1821.0""";
"2018-05-25 00:00:00.0,""701.0""";
"2018-05-26 00:00:00.0,""1195.0""";
"2018-05-27 00:00:00.0,""1612.0""";
"2018-05-28 00:00:00.0,""1150.0""";
"2018-05-29 00:00:00.0,""456.0""";
"2018-05-30 00:00:00.0,""602.0""";
"2018-05-31 00:00:00.0,""1018.0""";
"2018-06-01 00:00:00.0,""1479.0""";
"2018-06-02 00:00:00.0,""2598.0""";
"2018-06-03 00:00:00.0,""1425.0""";
"2018-06-04 00:00:00.0,""626.0""";
"2018-06-05 00:00:00.0,""544.0""";
"2018-06-06 00:00:00.0,""891.0""";
"2018-06-07 00:00:00.0,""621.0""";
"2018-06-08 00:00:00.0,""919.0""";
"2018-06-09 00:00:00.0,""1113.0""";
"2018-06-10 00:00:00.0,""1254.0""";
"2018-06-11 00:00:00.0,""913.0""";
"2018-06-12 00:00:00.0,""954.0""";
"2018-06-13 00:00:00.0,""2665.0""";
"2018-06-14 00:00:00.0,""3113.0""";
"2018-06-15 00:00:00.0,""2161.0""";
"2018-06-16 00:00:00.0,""2718.0""";
