"Instante lectura","Irradiación global diaria"
"2015-05-24 00:00:00.0","2839.0"
"2015-05-25 00:00:00.0","2971.0"
"2015-05-26 00:00:00.0","3085.0"
"2015-05-27 00:00:00.0","3040.0"
"2015-05-28 00:00:00.0","2827.0"
"2015-05-29 00:00:00.0","3043.0"
"2015-05-30 00:00:00.0","2427.0"
"2015-05-31 00:00:00.0","997.0"
"2015-06-01 00:00:00.0","2291.0"
"2015-06-02 00:00:00.0","3050.0"
"2015-06-03 00:00:00.0","2510.0"
"2015-06-04 00:00:00.0","2782.0"
"2015-06-05 00:00:00.0","2018.0"
"2015-06-06 00:00:00.0","2640.0"
"2015-06-07 00:00:00.0","2600.0"
"2015-06-08 00:00:00.0","2234.0"
"2015-06-09 00:00:00.0","1528.0"
"2015-06-10 00:00:00.0","2018.0"
"2015-06-11 00:00:00.0","2288.0"
"2015-06-12 00:00:00.0","1322.0"
"2015-06-13 00:00:00.0","1464.0"
"2015-06-14 00:00:00.0","1864.0"
"2015-06-15 00:00:00.0","2410.0"
"2015-06-16 00:00:00.0","2919.0"
"2015-06-17 00:00:00.0","3078.0"
"2015-06-18 00:00:00.0","3085.0"
"2015-06-19 00:00:00.0","3114.0"
"2015-06-20 00:00:00.0","3069.0"
"2015-06-21 00:00:00.0","2943.0"
"2015-06-22 00:00:00.0","1643.0"
"2015-06-23 00:00:00.0","1150.0"
"2015-06-24 00:00:00.0","2430.0"
"2015-06-25 00:00:00.0","2882.0"
"2015-06-26 00:00:00.0","3067.0"
"2015-06-27 00:00:00.0","3045.0"
"2015-06-28 00:00:00.0","2548.0"
"2015-06-29 00:00:00.0","2964.0"
"2015-06-30 00:00:00.0","2984.0"
"2015-07-01 00:00:00.0","1645.0"
"2015-07-02 00:00:00.0","2618.0"
"2015-07-03 00:00:00.0","2780.0"
"2015-07-04 00:00:00.0","2067.0"
"2015-07-05 00:00:00.0","2687.0"
"2015-07-06 00:00:00.0","2983.0"
"2015-07-07 00:00:00.0","2860.0"
"2015-07-08 00:00:00.0","2971.0"
